ITEM,SID,EID
SVG,608991,2
CD,608991,3
CCRD,608991,4
HMEQLC,608991,5
AUTO,608991,6
CKCRD,608991,7
CKCRD,608991,8
CKING,609003,1
CKING,609003,2
SVG,609094,1
SVG,609094,2
CKING,609203,1
SVG,609203,2
SVG,609203,3
CKING,609311,1
ATM,609311,2
ATM,609311,3
CKING,609387,1
SVG,609387,2
CD,609387,3
ATM,609387,4
CCRD,609387,5
CCRD,609387,6
CKING,609651,1
CD,609651,2
CCRD,609651,3
HMEQLC,609651,4
HMEQLC,609651,5
CKING,609716,1
SVG,609716,2
ATM,609716,3
ATM,609716,4
CKING,609805,1
CCRD,609805,2
HMEQLC,609805,3
CKCRD,609805,4
CKCRD,609805,5
CKING,609911,1
SVG,609911,2
SVG,609911,3
ATM,609982,1
ATM,609982,2
CKING,610175,1
SVG,610175,2
ATM,610175,3
CCRD,610175,4
CCRD,610175,5
CKING,610192,1
SVG,610192,2
CD,610192,3
ATM,610192,4
ATM,610192,5
CKING,610240,1
SVG,610240,2
ATM,610240,3
ATM,610240,4
CKING,610319,1
SVG,610319,2
ATM,610319,3
CCRD,610319,4
HMEQLC,610319,5
HMEQLC,610319,6
CKING,610355,1
MMDA,610355,2
SVG,610355,3
CD,610355,4
CD,610355,5
CKING,610363,1
MMDA,610363,2
IRA,610363,3
ATM,610363,4
ATM,610363,5
CKING,610386,1
CD,610386,2
IRA,610386,3
CCRD,610386,4
CKCRD,610386,5
CKCRD,610386,6
CKING,610573,1
ATM,610573,2
ATM,610573,3
CKING,610636,1
SVG,610636,2
ATM,610636,3
HMEQLC,610636,4
HMEQLC,610636,5
CKING,610675,1
ATM,610675,2
HMEQLC,610675,3
AUTO,610675,4
AUTO,610675,5
CKING,610712,1
MMDA,610712,2
MMDA,610712,3
CKING,610736,1
MTG,610736,2
MTG,610736,3
CKING,610766,1
SVG,610766,2
CD,610766,3
CCRD,610766,4
CCRD,610766,5
CKING,611221,1
SVG,611221,2
SVG,611221,3
CKING,611332,1
SVG,611332,2
ATM,611332,3
CCRD,611332,4
AUTO,611332,5
AUTO,611332,6
CKING,611403,1
ATM,611403,2
CCRD,611403,3
CCRD,611403,4
CKING,611404,1
CKING,611404,2
CKING,611492,1
CD,611492,2
CD,611492,3
CKING,611644,1
CKING,611644,2
CKING,611710,1
SVG,611710,2
CD,611710,3
ATM,611710,4
ATM,611710,5
CKING,611715,1
SVG,611715,2
CD,611715,3
CD,611715,4
CKING,611738,1
ATM,611738,2
AUTO,611738,3
AUTO,611738,4
CKING,611885,1
AUTO,611885,2
AUTO,611885,3
SVG,611975,1
CD,611975,2
CD,611975,3
CKING,612018,1
SVG,612018,2
ATM,612018,3
ATM,612018,4
SVG,612225,1
SVG,612225,2
CKING,612265,1
MMDA,612265,2
HMEQLC,612265,3
HMEQLC,612265,4
SVG,612303,1
CD,612303,2
CCRD,612303,3
CCRD,612303,4
CKING,612398,1
SVG,612398,2
MTG,612398,3
MTG,612398,4
CKING,612847,1
ATM,612847,2
ATM,612847,3
CKING,612912,1
SVG,612912,2
CD,612912,3
CCRD,612912,4
HMEQLC,612912,5
HMEQLC,612912,6
CKING,612915,1
SVG,612915,2
SVG,612915,3
CKING,612925,1
SVG,612925,2
ATM,612925,3
ATM,612925,4
CKING,613069,1
SVG,613069,2
CCRD,613069,3
CKCRD,613069,4
CKCRD,613069,5
CKING,613196,1
MMDA,613196,2
SVG,613196,3
SVG,613196,4
CKING,613209,1
SVG,613209,2
CD,613209,3
IRA,613209,4
ATM,613209,5
HMEQLC,613209,6
TRUST,613209,7
AUTO,613209,8
AUTO,613209,9
CKING,613222,1
MMDA,613222,2
CD,613222,3
IRA,613222,4
CCRD,613222,5
HMEQLC,613222,6
CKCRD,613222,7
CKCRD,613222,8
CKING,613313,1
CD,613313,2
IRA,613313,3
CCRD,613313,4
CCRD,613313,5
CKING,613395,1
SVG,613395,2
ATM,613395,3
HMEQLC,613395,4
MTG,613395,5
MTG,613395,6
CKING,613669,1
SVG,613669,2
CCRD,613669,3
HMEQLC,613669,4
AUTO,613669,5
CKCRD,613669,6
CKCRD,613669,7
SVG,613882,1
ATM,613882,2
ATM,613882,3
CKING,613884,1
ATM,613884,2
MTG,613884,3
MTG,613884,4
CKING,613887,1
CD,613887,2
CD,613887,3
CKING,613928,1
SVG,613928,2
CD,613928,3
CD,613928,4
CKING,613943,1
SVG,613943,2
CD,613943,3
CKCRD,613943,4
CKCRD,613943,5
CKING,614007,1
CKING,614007,2
CKING,614020,1
SVG,614020,2
MTG,614020,3
MTG,614020,4
CKING,614129,1
SVG,614129,2
CCRD,614129,3
AUTO,614129,4
CKCRD,614129,5
CKCRD,614129,6
CKING,614162,1
MMDA,614162,2
MMDA,614162,3
CKING,614314,1
SVG,614314,2
ATM,614314,3
ATM,614314,4
CKING,614422,1
ATM,614422,2
HMEQLC,614422,3
HMEQLC,614422,4
CKING,614441,1
SVG,614441,2
CD,614441,3
ATM,614441,4
CCRD,614441,5
MTG,614441,6
TRUST,614441,7
TRUST,614441,8
CKING,614547,1
MMDA,614547,2
CD,614547,3
TRUST,614547,4
TRUST,614547,5
CKING,614583,1
MMDA,614583,2
SVG,614583,3
ATM,614583,4
HMEQLC,614583,5
HMEQLC,614583,6
CKING,614621,1
HMEQLC,614621,2
HMEQLC,614621,3
CKING,614638,1
SVG,614638,2
SVG,614638,3
CKING,614672,1
SVG,614672,2
ATM,614672,3
ATM,614672,4
CKING,614673,1
SVG,614673,2
ATM,614673,3
ATM,614673,4
CKING,614722,1
SVG,614722,2
SVG,614722,3
SVG,614764,1
SVG,614764,2
CKING,614899,1
CKING,614899,2
CKING,614932,1
SVG,614932,2
ATM,614932,3
ATM,614932,4
CKING,614963,1
SVG,614963,2
CD,614963,3
ATM,614963,4
CCRD,614963,5
HMEQLC,614963,6
HMEQLC,614963,7
SVG,615001,1
SVG,615001,2
CKING,615010,1
SVG,615010,2
CD,615010,3
CD,615010,4
CKING,615055,1
SVG,615055,2
SVG,615055,3
MMDA,615110,1
CD,615110,2
CD,615110,3
CD,615159,1
CD,615159,2
SVG,615176,1
SVG,615176,2
CKING,615194,1
SVG,615194,2
SVG,615194,3
CKING,615305,1
SVG,615305,2
CCRD,615305,3
CCRD,615305,4
CKING,615475,1
CKING,615475,2
CKING,615506,1
SVG,615506,2
ATM,615506,3
HMEQLC,615506,4
HMEQLC,615506,5
CKING,615507,1
MMDA,615507,2
SVG,615507,3
CD,615507,4
ATM,615507,5
TRUST,615507,6
TRUST,615507,7
CKING,615514,1
SVG,615514,2
ATM,615514,3
ATM,615514,4
CKING,615518,1
MMDA,615518,2
CD,615518,3
CD,615518,4
CKING,615550,1
AUTO,615550,2
AUTO,615550,3
CKING,615585,1
SVG,615585,2
CCRD,615585,3
CKCRD,615585,4
CKCRD,615585,5
CKING,615727,1
SVG,615727,2
ATM,615727,3
HMEQLC,615727,4
AUTO,615727,5
AUTO,615727,6
CKING,615838,1
SVG,615838,2
CKCRD,615838,3
CKCRD,615838,4
CKING,615858,1
SVG,615858,2
CCRD,615858,3
CKCRD,615858,4
CKCRD,615858,5
CKING,615877,1
CD,615877,2
ATM,615877,3
HMEQLC,615877,4
HMEQLC,615877,5
CKING,615975,1
SVG,615975,2
SVG,615975,3
MMDA,616064,1
MMDA,616064,2
CKING,616070,1
CKING,616070,2
CKING,616128,1
SVG,616128,2
HMEQLC,616128,3
AUTO,616128,4
AUTO,616128,5
CKING,616178,1
SVG,616178,2
CD,616178,3
IRA,616178,4
CCRD,616178,5
HMEQLC,616178,6
TRUST,616178,7
CKCRD,616178,8
CKCRD,616178,9
CKING,616183,1
SVG,616183,2
CKCRD,616183,3
CKCRD,616183,4
CKING,616239,1
MMDA,616239,2
MMDA,616239,3
CKING,616247,1
SVG,616247,2
HMEQLC,616247,3
HMEQLC,616247,4
CKING,616250,1
SVG,616250,2
ATM,616250,3
ATM,616250,4
CKING,616403,1
SVG,616403,2
CD,616403,3
CD,616403,4
MMDA,616586,1
MMDA,616586,2
CKING,616605,1
SVG,616605,2
ATM,616605,3
MTG,616605,4
MTG,616605,5
CKING,616770,1
CCRD,616770,2
CKCRD,616770,3
CKCRD,616770,4
CKING,616821,1
SVG,616821,2
SVG,616821,3
CKING,616919,1
MTG,616919,2
MTG,616919,3
CKING,616930,1
SVG,616930,2
IRA,616930,3
ATM,616930,4
ATM,616930,5
CKING,617011,1
SVG,617011,2
HMEQLC,617011,3
CKCRD,617011,4
CKCRD,617011,5
SVG,617041,1
SVG,617041,2
CKING,617130,1
MMDA,617130,2
MMDA,617130,3
CKING,617163,1
SVG,617163,2
SVG,617163,3
SVG,617255,1
SVG,617255,2
CKING,617331,1
CCRD,617331,2
HMEQLC,617331,3
CKCRD,617331,4
CKCRD,617331,5
CKING,617357,1
MMDA,617357,2
SVG,617357,3
CD,617357,4
CD,617357,5
CKING,617388,1
ATM,617388,2
AUTO,617388,3
AUTO,617388,4
SVG,617406,1
SVG,617406,2
CKING,617500,1
CCRD,617500,2
CKCRD,617500,3
CKCRD,617500,4
CKING,617525,1
SVG,617525,2
ATM,617525,3
CCRD,617525,4
MTG,617525,5
MTG,617525,6
CKING,617548,1
SVG,617548,2
HMEQLC,617548,3
PLOAN,617548,4
PLOAN,617548,5
CD,617549,1
CD,617549,2
CKING,617608,1
MMDA,617608,2
IRA,617608,3
ATM,617608,4
CCRD,617608,5
CCRD,617608,6
MMDA,617617,1
SVG,617617,2
CD,617617,3
CD,617617,4
CKING,617789,1
MMDA,617789,2
SVG,617789,3
CCRD,617789,4
CCRD,617789,5
CKING,617797,1
HMEQLC,617797,2
HMEQLC,617797,3
CKING,617868,1
SVG,617868,2
CD,617868,3
CD,617868,4
CKING,617896,1
SVG,617896,2
HMEQLC,617896,3
AUTO,617896,4
AUTO,617896,5
CKING,617914,1
ATM,617914,2
HMEQLC,617914,3
HMEQLC,617914,4
ATM,617945,1
ATM,617945,2
CKING,618104,1
MMDA,618104,2
SVG,618104,3
CCRD,618104,4
CKCRD,618104,5
CKCRD,618104,6
CKING,618143,1
CD,618143,2
ATM,618143,3
HMEQLC,618143,4
MTG,618143,5
MTG,618143,6
CKING,618324,1
ATM,618324,2
MTG,618324,3
MTG,618324,4
CKING,618363,1
MMDA,618363,2
TRUST,618363,3
TRUST,618363,4
CKING,618532,1
CD,618532,2
CCRD,618532,3
TRUST,618532,4
CKCRD,618532,5
CKCRD,618532,6
CD,618708,1
CD,618708,2
CKING,618909,1
SVG,618909,2
CD,618909,3
CCRD,618909,4
AUTO,618909,5
CKCRD,618909,6
CKCRD,618909,7
CD,618956,1
IRA,618956,2
IRA,618956,3
CKING,619085,1
SVG,619085,2
ATM,619085,3
MTG,619085,4
MTG,619085,5
CKING,619109,1
SVG,619109,2
HMEQLC,619109,3
CKCRD,619109,4
CKCRD,619109,5
CKING,619237,1
ATM,619237,2
ATM,619237,3
CKING,619266,1
SVG,619266,2
CD,619266,3
ATM,619266,4
ATM,619266,5
CKING,619285,1
SVG,619285,2
CCRD,619285,3
HMEQLC,619285,4
MTG,619285,5
CKCRD,619285,6
CKCRD,619285,7
CKING,619288,1
MMDA,619288,2
IRA,619288,3
CCRD,619288,4
MTG,619288,5
MTG,619288,6
CKING,619376,1
AUTO,619376,2
AUTO,619376,3
CKING,619519,1
SVG,619519,2
CCRD,619519,3
CCRD,619519,4
CKING,619579,1
SVG,619579,2
CKCRD,619579,3
CKCRD,619579,4
CKING,619595,1
ATM,619595,2
ATM,619595,3
CKING,619706,1
SVG,619706,2
CKCRD,619706,3
CKCRD,619706,4
CKING,619750,1
SVG,619750,2
IRA,619750,3
ATM,619750,4
ATM,619750,5
CKING,619795,1
CKING,619795,2
CKING,619818,1
SVG,619818,2
ATM,619818,3
ATM,619818,4
CKING,619824,1
ATM,619824,2
ATM,619824,3
CKING,619853,1
SVG,619853,2
CCRD,619853,3
HMEQLC,619853,4
CKCRD,619853,5
CKCRD,619853,6
CKING,619879,1
SVG,619879,2
AUTO,619879,3
AUTO,619879,4
CKING,619913,1
SVG,619913,2
ATM,619913,3
ATM,619913,4
CKING,619957,1
MMDA,619957,2
IRA,619957,3
CKCRD,619957,4
CKCRD,619957,5
CKING,620073,1
HMEQLC,620073,2
HMEQLC,620073,3
CKING,620100,1
SVG,620100,2
ATM,620100,3
ATM,620100,4
ATM,620163,1
ATM,620163,2
SVG,620182,1
SVG,620182,2
CKING,620201,1
SVG,620201,2
CD,620201,3
ATM,620201,4
CCRD,620201,5
CCRD,620201,6
CKING,620219,1
CD,620219,2
HMEQLC,620219,3
HMEQLC,620219,4
SVG,620249,1
CD,620249,2
CD,620249,3
CKING,620276,1
SVG,620276,2
ATM,620276,3
CCRD,620276,4
HMEQLC,620276,5
AUTO,620276,6
AUTO,620276,7
CKING,620290,1
SVG,620290,2
SVG,620290,3
CKING,620355,1
SVG,620355,2
ATM,620355,3
ATM,620355,4
CKING,620407,1
SVG,620407,2
CD,620407,3
CD,620407,4
CKING,620543,1
SVG,620543,2
CD,620543,3
ATM,620543,4
HMEQLC,620543,5
HMEQLC,620543,6
CKING,620596,1
SVG,620596,2
CD,620596,3
CD,620596,4
MMDA,620660,1
TRUST,620660,2
TRUST,620660,3
CKING,620689,1
SVG,620689,2
ATM,620689,3
HMEQLC,620689,4
HMEQLC,620689,5
CKING,620775,1
IRA,620775,2
HMEQLC,620775,3
HMEQLC,620775,4
CKING,620815,1
SVG,620815,2
ATM,620815,3
CCRD,620815,4
HMEQLC,620815,5
AUTO,620815,6
AUTO,620815,7
CKING,620824,1
SVG,620824,2
SVG,620824,3
CKING,620917,1
SVG,620917,2
ATM,620917,3
ATM,620917,4
CKING,620926,1
MMDA,620926,2
SVG,620926,3
ATM,620926,4
ATM,620926,5
CKING,621006,1
CD,621006,2
CCRD,621006,3
CCRD,621006,4
CKING,621103,1
SVG,621103,2
CCRD,621103,3
HMEQLC,621103,4
MTG,621103,5
AUTO,621103,6
CKCRD,621103,7
CKCRD,621103,8
CKING,621208,1
ATM,621208,2
ATM,621208,3
CKING,621296,1
SVG,621296,2
ATM,621296,3
ATM,621296,4
CKING,621416,1
MMDA,621416,2
ATM,621416,3
ATM,621416,4
CKING,621419,1
SVG,621419,2
SVG,621419,3
CKING,621455,1
SVG,621455,2
SVG,621455,3
CKING,621545,1
ATM,621545,2
ATM,621545,3
CKING,621548,1
ATM,621548,2
HMEQLC,621548,3
MTG,621548,4
MTG,621548,5
CKING,621566,1
SVG,621566,2
IRA,621566,3
ATM,621566,4
ATM,621566,5
CKING,621583,1
SVG,621583,2
CD,621583,3
CCRD,621583,4
HMEQLC,621583,5
AUTO,621583,6
AUTO,621583,7
CKING,621660,1
SVG,621660,2
CD,621660,3
IRA,621660,4
IRA,621660,5
CKING,621801,1
CKCRD,621801,2
CKCRD,621801,3
CKING,622021,1
SVG,622021,2
IRA,622021,3
ATM,622021,4
CCRD,622021,5
HMEQLC,622021,6
MTG,622021,7
MTG,622021,8
CKING,622198,1
ATM,622198,2
HMEQLC,622198,3
MTG,622198,4
MTG,622198,5
CKING,622200,1
SVG,622200,2
SVG,622200,3
CKING,622445,1
SVG,622445,2
ATM,622445,3
CCRD,622445,4
CCRD,622445,5
CKING,622457,1
SVG,622457,2
ATM,622457,3
ATM,622457,4
CKING,622516,1
MMDA,622516,2
CCRD,622516,3
CKCRD,622516,4
CKCRD,622516,5
CKING,622620,1
MMDA,622620,2
SVG,622620,3
CCRD,622620,4
MTG,622620,5
TRUST,622620,6
CKCRD,622620,7
CKCRD,622620,8
CKING,622658,1
ATM,622658,2
MTG,622658,3
MTG,622658,4
SVG,622733,1
SVG,622733,2
CKING,622737,1
SVG,622737,2
CD,622737,3
AUTO,622737,4
AUTO,622737,5
CKING,622772,1
SVG,622772,2
CKCRD,622772,3
CKCRD,622772,4
CKING,622797,1
CKCRD,622797,2
CKCRD,622797,3
CKING,622798,1
HMEQLC,622798,2
HMEQLC,622798,3
IRA,622816,1
IRA,622816,2
CKING,622848,1
ATM,622848,2
ATM,622848,3
CKING,622850,1
SVG,622850,2
AUTO,622850,3
CKCRD,622850,4
CKCRD,622850,5
CKING,623016,1
MMDA,623016,2
MTG,623016,3
MTG,623016,4
CKING,623018,1
SVG,623018,2
SVG,623018,3
SVG,623057,1
SVG,623057,2
CKING,623209,1
SVG,623209,2
ATM,623209,3
ATM,623209,4
CKING,623281,1
SVG,623281,2
ATM,623281,3
ATM,623281,4
CKING,623339,1
SVG,623339,2
ATM,623339,3
ATM,623339,4
CKING,623448,1
SVG,623448,2
CD,623448,3
CD,623448,4
MMDA,623473,1
MMDA,623473,2
CKING,623476,1
ATM,623476,2
ATM,623476,3
IRA,623483,1
IRA,623483,2
CKING,623511,1
MMDA,623511,2
CCRD,623511,3
CCRD,623511,4
CKING,623533,1
SVG,623533,2
CD,623533,3
CCRD,623533,4
CCRD,623533,5
CKING,623557,1
SVG,623557,2
ATM,623557,3
ATM,623557,4
CKING,623697,1
SVG,623697,2
ATM,623697,3
HMEQLC,623697,4
HMEQLC,623697,5
CKING,623759,1
SVG,623759,2
ATM,623759,3
ATM,623759,4
CKING,623776,1
SVG,623776,2
ATM,623776,3
ATM,623776,4
CKING,623807,1
SVG,623807,2
CD,623807,3
CD,623807,4
CKING,624066,1
SVG,624066,2
ATM,624066,3
ATM,624066,4
CKING,624283,1
SVG,624283,2
CD,624283,3
ATM,624283,4
ATM,624283,5
CKING,624296,1
CD,624296,2
TRUST,624296,3
TRUST,624296,4
CKING,624318,1
SVG,624318,2
SVG,624318,3
ATM,624373,1
ATM,624373,2
CKING,624494,1
SVG,624494,2
SVG,624494,3
ATM,624527,1
ATM,624527,2
CKING,624540,1
SVG,624540,2
SVG,624540,3
CKING,624632,1
SVG,624632,2
AUTO,624632,3
CKCRD,624632,4
CKCRD,624632,5
CKING,624641,1
HMEQLC,624641,2
MTG,624641,3
MTG,624641,4
MMDA,624649,1
TRUST,624649,2
TRUST,624649,3
CKING,624669,1
MMDA,624669,2
SVG,624669,3
CCRD,624669,4
CKCRD,624669,5
CKCRD,624669,6
ATM,624757,1
ATM,624757,2
CKING,624779,1
SVG,624779,2
ATM,624779,3
ATM,624779,4
CKING,624852,1
ATM,624852,2
ATM,624852,3
CKING,624888,1
SVG,624888,2
ATM,624888,3
ATM,624888,4
CKING,624911,1
SVG,624911,2
CD,624911,3
CD,624911,4
CKING,624981,1
SVG,624981,2
AUTO,624981,3
CKCRD,624981,4
CKCRD,624981,5
CKING,625133,1
MMDA,625133,2
CD,625133,3
AUTO,625133,4
AUTO,625133,5
CKING,625142,1
SVG,625142,2
ATM,625142,3
HMEQLC,625142,4
AUTO,625142,5
AUTO,625142,6
CKING,625257,1
SVG,625257,2
SVG,625257,3
CKING,625413,1
SVG,625413,2
CD,625413,3
IRA,625413,4
IRA,625413,5
SVG,625471,1
SVG,625471,2
MMDA,625672,1
MMDA,625672,2
CKING,625686,1
SVG,625686,2
IRA,625686,3
ATM,625686,4
ATM,625686,5
CKING,625715,1
SVG,625715,2
CCRD,625715,3
CCRD,625715,4
CKING,625834,1
SVG,625834,2
CD,625834,3
IRA,625834,4
ATM,625834,5
CCRD,625834,6
CCRD,625834,7
CKING,625908,1
MMDA,625908,2
SVG,625908,3
ATM,625908,4
ATM,625908,5
CKING,625923,1
SVG,625923,2
ATM,625923,3
ATM,625923,4
MMDA,626020,1
MMDA,626020,2
CKING,626054,1
SVG,626054,2
CD,626054,3
TRUST,626054,4
TRUST,626054,5
CD,626182,1
CD,626182,2
CKING,626197,1
SVG,626197,2
SVG,626197,3
CKING,626362,1
SVG,626362,2
CCRD,626362,3
HMEQLC,626362,4
HMEQLC,626362,5
CKING,626453,1
SVG,626453,2
SVG,626453,3
CKING,626483,1
IRA,626483,2
ATM,626483,3
ATM,626483,4
CKING,626746,1
SVG,626746,2
ATM,626746,3
HMEQLC,626746,4
MTG,626746,5
MTG,626746,6
CKING,626759,1
SVG,626759,2
ATM,626759,3
ATM,626759,4
CKING,626773,1
ATM,626773,2
ATM,626773,3
CKING,626805,1
SVG,626805,2
ATM,626805,3
ATM,626805,4
CKING,626901,1
SVG,626901,2
SVG,626901,3
CKING,626934,1
CD,626934,2
CD,626934,3
CKING,627043,1
MTG,627043,2
MTG,627043,3
CD,627100,1
CD,627100,2
CKING,627198,1
CCRD,627198,2
MTG,627198,3
CKCRD,627198,4
CKCRD,627198,5
CKING,627212,1
CKING,627212,2
CKING,627384,1
SVG,627384,2
IRA,627384,3
CCRD,627384,4
CCRD,627384,5
CKING,627454,1
SVG,627454,2
CD,627454,3
ATM,627454,4
ATM,627454,5
CKING,627549,1
ATM,627549,2
ATM,627549,3
CKING,627576,1
CD,627576,2
ATM,627576,3
ATM,627576,4
CKING,627641,1
ATM,627641,2
ATM,627641,3
ATM,627759,1
ATM,627759,2
CKING,627799,1
MMDA,627799,2
SVG,627799,3
CCRD,627799,4
CKCRD,627799,5
CKCRD,627799,6
CKING,627820,1
MMDA,627820,2
SVG,627820,3
CD,627820,4
ATM,627820,5
TRUST,627820,6
TRUST,627820,7
SVG,627869,1
SVG,627869,2
CKING,627985,1
SVG,627985,2
ATM,627985,3
ATM,627985,4
CKING,627987,1
SVG,627987,2
SVG,627987,3
CKING,628068,1
SVG,628068,2
SVG,628068,3
CKING,628100,1
SVG,628100,2
ATM,628100,3
ATM,628100,4
CKING,628126,1
MMDA,628126,2
MMDA,628126,3
ATM,628157,1
ATM,628157,2
CKING,628170,1
SVG,628170,2
SVG,628170,3
CKING,628445,1
ATM,628445,2
CCRD,628445,3
AUTO,628445,4
AUTO,628445,5
CKING,628479,1
SVG,628479,2
CD,628479,3
IRA,628479,4
ATM,628479,5
TRUST,628479,6
TRUST,628479,7
CKING,628629,1
MMDA,628629,2
SVG,628629,3
CD,628629,4
ATM,628629,5
ATM,628629,6
CKING,628688,1
SVG,628688,2
CD,628688,3
CD,628688,4
ATM,628798,1
ATM,628798,2
CKING,628924,1
CCRD,628924,2
CCRD,628924,3
CKING,629029,1
SVG,629029,2
ATM,629029,3
ATM,629029,4
CKING,629060,1
SVG,629060,2
ATM,629060,3
PLOAN,629060,4
AUTO,629060,5
AUTO,629060,6
SVG,629180,1
SVG,629180,2
CKING,629272,1
MMDA,629272,2
SVG,629272,3
CD,629272,4
ATM,629272,5
HMEQLC,629272,6
HMEQLC,629272,7
CKING,629592,1
SVG,629592,2
IRA,629592,3
CKCRD,629592,4
CKCRD,629592,5
ATM,629612,1
ATM,629612,2
CKING,629649,1
SVG,629649,2
SVG,629649,3
SVG,629717,1
CD,629717,2
CD,629717,3
CKING,629819,1
MMDA,629819,2
CCRD,629819,3
TRUST,629819,4
TRUST,629819,5
CKING,629826,1
ATM,629826,2
CCRD,629826,3
CCRD,629826,4
CKING,629838,1
CKING,629838,2
CKING,629929,1
CKING,629929,2
CKING,629990,1
CKING,629990,2
CKING,630022,1
SVG,630022,2
ATM,630022,3
ATM,630022,4
SVG,630031,1
SVG,630031,2
CKING,630151,1
SVG,630151,2
SVG,630151,3
CKING,630174,1
MMDA,630174,2
MMDA,630174,3
CKING,630272,1
SVG,630272,2
CKCRD,630272,3
CKCRD,630272,4
CKING,630346,1
SVG,630346,2
IRA,630346,3
ATM,630346,4
HMEQLC,630346,5
HMEQLC,630346,6
CKING,630426,1
CKING,630426,2
CKING,630439,1
SVG,630439,2
AUTO,630439,3
AUTO,630439,4
CKING,630450,1
ATM,630450,2
MTG,630450,3
MTG,630450,4
CKING,630530,1
HMEQLC,630530,2
MTG,630530,3
MTG,630530,4
CKING,630598,1
MMDA,630598,2
SVG,630598,3
TRUST,630598,4
TRUST,630598,5
CKING,630634,1
SVG,630634,2
CD,630634,3
CCRD,630634,4
CKCRD,630634,5
CKCRD,630634,6
CKING,630673,1
HMEQLC,630673,2
CKCRD,630673,3
CKCRD,630673,4
CKING,630684,1
SVG,630684,2
ATM,630684,3
CCRD,630684,4
AUTO,630684,5
AUTO,630684,6
CKING,630726,1
ATM,630726,2
ATM,630726,3
CKING,630871,1
ATM,630871,2
ATM,630871,3
MMDA,631000,1
MMDA,631000,2
CKING,631026,1
MMDA,631026,2
HMEQLC,631026,3
CKCRD,631026,4
CKCRD,631026,5
CKING,631051,1
MMDA,631051,2
MMDA,631051,3
CKING,631061,1
MMDA,631061,2
AUTO,631061,3
CKCRD,631061,4
CKCRD,631061,5
CKING,631213,1
SVG,631213,2
ATM,631213,3
ATM,631213,4
SVG,631263,1
SVG,631263,2
CKING,631285,1
CD,631285,2
ATM,631285,3
TRUST,631285,4
TRUST,631285,5
CKING,631286,1
ATM,631286,2
ATM,631286,3
CKING,631379,1
SVG,631379,2
ATM,631379,3
HMEQLC,631379,4
HMEQLC,631379,5
CKING,631389,1
SVG,631389,2
ATM,631389,3
AUTO,631389,4
AUTO,631389,5
CKING,631771,1
ATM,631771,2
AUTO,631771,3
AUTO,631771,4
CKING,631859,1
SVG,631859,2
CD,631859,3
ATM,631859,4
ATM,631859,5
CKING,631878,1
AUTO,631878,2
AUTO,631878,3
MMDA,631907,1
MMDA,631907,2
CKING,631947,1
SVG,631947,2
CD,631947,3
TRUST,631947,4
TRUST,631947,5
IRA,631972,1
IRA,631972,2
CKING,631997,1
ATM,631997,2
HMEQLC,631997,3
HMEQLC,631997,4
CKING,632013,1
SVG,632013,2
CD,632013,3
ATM,632013,4
AUTO,632013,5
AUTO,632013,6
CKING,632019,1
MMDA,632019,2
CD,632019,3
CCRD,632019,4
HMEQLC,632019,5
HMEQLC,632019,6
CKING,632072,1
MMDA,632072,2
SVG,632072,3
SVG,632072,4
CKING,632112,1
CKING,632112,2
IRA,632170,1
IRA,632170,2
CKING,632189,1
SVG,632189,2
CD,632189,3
TRUST,632189,4
TRUST,632189,5
CKING,632338,1
CKING,632338,2
CKING,632354,1
MMDA,632354,2
MMDA,632354,3
CKING,632380,1
ATM,632380,2
HMEQLC,632380,3
HMEQLC,632380,4
SVG,632402,1
SVG,632402,2
CKING,632409,1
CD,632409,2
CD,632409,3
CKING,632432,1
SVG,632432,2
HMEQLC,632432,3
HMEQLC,632432,4
SVG,632508,1
SVG,632508,2
SVG,632666,1
CD,632666,2
CD,632666,3
CKING,632768,1
CKCRD,632768,2
CKCRD,632768,3
CKING,632777,1
SVG,632777,2
ATM,632777,3
ATM,632777,4
MMDA,632792,1
MMDA,632792,2
CKING,632808,1
MMDA,632808,2
MMDA,632808,3
ATM,632837,1
ATM,632837,2
CKING,632842,1
SVG,632842,2
CD,632842,3
CCRD,632842,4
HMEQLC,632842,5
HMEQLC,632842,6
CKING,632860,1
SVG,632860,2
SVG,632860,3
CKING,632906,1
CKING,632906,2
CKING,632966,1
CKING,632966,2
CKING,633024,1
SVG,633024,2
ATM,633024,3
CCRD,633024,4
CCRD,633024,5
CKING,633045,1
SVG,633045,2
IRA,633045,3
ATM,633045,4
ATM,633045,5
CKING,633126,1
SVG,633126,2
ATM,633126,3
HMEQLC,633126,4
HMEQLC,633126,5
CKING,633291,1
SVG,633291,2
IRA,633291,3
CCRD,633291,4
CKCRD,633291,5
CKCRD,633291,6
CKING,633292,1
SVG,633292,2
SVG,633292,3
CKING,633351,1
CD,633351,2
ATM,633351,3
HMEQLC,633351,4
TRUST,633351,5
TRUST,633351,6
SVG,633458,1
CD,633458,2
AUTO,633458,3
AUTO,633458,4
CKING,633479,1
SVG,633479,2
ATM,633479,3
ATM,633479,4
CKING,633500,1
CKING,633500,2
CD,633529,1
CD,633529,2
CKING,633559,1
CD,633559,2
IRA,633559,3
IRA,633559,4
CKING,633575,1
MMDA,633575,2
MMDA,633575,3
CKING,633617,1
SVG,633617,2
CCRD,633617,3
CKCRD,633617,4
CKCRD,633617,5
CKING,633735,1
CKING,633735,2
CKING,633978,1
MMDA,633978,2
