"","ID","Prod","Quant","Val","Insp"
"56921","v1426","p2273",101,1020,"ok"
"56932","v2751","p2273",104,1020,"ok"
"56936","v1414","p2273",101,1020,"ok"
"56940","v1639","p2273",11787,88995,"ok"
"56943","v2752","p2273",100,1015,"ok"
"56948","v2550","p2273",102,1010,"ok"
"56958","v1617","p2273",3906,51645,"ok"
"57018","v1112","p2276",103,1040,"ok"
"57031","v1650","p2276",105,1060,"ok"
"57033","v1283","p2276",104,1020,"ok"
"57035","v1416","p2276",101,1045,"ok"
"57036","v1711","p2276",106,1060,"ok"
"57048","v333","p2276",103,1030,"ok"
"57087","v654","p2278",7680,311560,"ok"
"57088","v655","p2278",15277,101245,"ok"
"57093","v662","p2278",2778,90140,"ok"
"57094","v946","p2278",8149,200870,"ok"
"57098","v1585","p2278",954,70285,"ok"
"57105","v596","p2278",1492,64710,"ok"
"57308","v169","p2299",8159,73045,"ok"
"57310","v2786","p2299",1011,26910,"ok"
"57522","v39","p2321",132,1130,"ok"
"57525","v1299","p2322",106,1170,"ok"
"57527","v488","p2322",100,1085,"ok"
"57564","v3059","p2331",13155,3190,"ok"
"57608","v393","p2341",88080,31710,"ok"
"57636","v3932","p2348",59536,41365,"ok"
"57703","v2839","p2359",55345,32405,"ok"
"57716","v412","p2359",113700,61420,"ok"
"57724","v2840","p2359",109685,54120,"ok"
"57728","v2856","p2359",51350,27060,"ok"
"57733","v417","p2360",15125,92620,"ok"
"57749","v2839","p2360",90670,77245,"ok"
"57755","v1118","p2360",47644,42485,"ok"
"57767","v2860","p2360",43026,21270,"ok"
"57814","v4012","p2364",121,1140,"ok"
"57815","v1015","p2364",108,1065,"ok"
"57816","v975","p2364",111,1065,"ok"
"57823","v1124","p2365",78600,2225,"fraud"
"57826","v971","p2365",263,8465,"ok"
"57835","v3610","p2365",100,1025,"ok"
"58025","v1474","p2392",13605,83815,"ok"
"58040","v2890","p2395",7445,17715,"ok"
"58093","v1128","p2398",100,1075,"ok"
"58097","v426","p2398",102,1025,"ok"
"58100","v39","p2398",103,1040,"ok"
"58101","v713","p2398",100,1080,"ok"
"58120","v1667","p2398",100,1020,"ok"
"58255","v2019","p2418",104,1130,"ok"
"58256","v29","p2418",102,1050,"ok"
"58426","v2925","p2443",NA,3610,"fraud"
"58428","v4355","p2443",NA,1280,"fraud"
"58429","v890","p2444",NA,2020,"ok"
"58435","v890","p2444",NA,2260,"fraud"
"58438","v800","p2445",108,51725,"ok"
"58439","v2930","p2446",101,6580,"fraud"
"58441","v2930","p2446",105,15500,"fraud"
"58450","v2932","p2449",115,8275,"ok"
"58451","v3166","p2449",NA,1550,"fraud"
"58452","v1876","p2449",126,9270,"ok"
"58479","v864","p2452",123,383605,"ok"
"58488","v2947","p2452",111,194660,"ok"
"58489","v2948","p2452",135,575260,"ok"
"58490","v4364","p2452",110,162620,"ok"
"58498","v2933","p2455",158,48515,"ok"
"58510","v2955","p2455",120,56580,"ok"
"58516","v2924","p2456",NA,3240,"ok"
"58517","v2959","p2456",124,359360,"ok"
"58518","v4366","p2456",100,15110,"ok"
"58519","v4366","p2456",103,51575,"ok"
"58520","v4366","p2456",100,6190,"ok"
"58521","v4366","p2456",NA,9695,"ok"
"58522","v4367","p2456",100,11800,"ok"
"58523","v4368","p2456",NA,1270,"ok"
"58524","v2970","p2456",NA,1610,"ok"
"58525","v2934","p2456",100,5830,"ok"
"58526","v2959","p2456",126,420375,"ok"
"58527","v2959","p2456",102,36105,"ok"
"58528","v2954","p2456",NA,5150,"ok"
"58529","v2922","p2456",NA,2145,"ok"
"58530","v2960","p2456",103,73455,"ok"
"58531","v2961","p2456",NA,2305,"ok"
"58532","v2963","p2456",100,23800,"ok"
"58533","v4369","p2456",100,14045,"ok"
"58534","v2944","p2456",101,12395,"ok"
"58535","v2944","p2456",103,45970,"ok"
"58536","v2944","p2456",103,54360,"ok"
"58537","v3250","p2456",3740,54030,"fraud"
"58538","v4370","p2456",100,12270,"ok"
"58539","v4371","p2456",NA,3350,"ok"
"58540","v4371","p2456",108,15180,"fraud"
"58541","v4372","p2456",102,48780,"ok"
"58542","v4373","p2456",108,161835,"ok"
"58543","v2965","p2456",101,21930,"ok"
"58544","v2966","p2456",104,103840,"ok"
"58545","v2966","p2456",107,172675,"ok"
"58546","v4374","p2456",105,237855,"ok"
"58547","v2967","p2456",101,19790,"ok"
"58548","v4375","p2456",102,71090,"ok"
"58549","v4376","p2456",101,31045,"ok"
"58550","v4376","p2456",101,30420,"ok"
"58551","v4377","p2456",NA,3920,"ok"
"58552","v4378","p2456",100,6150,"ok"
"58553","v2969","p2456",107,125425,"ok"
"58554","v2943","p2456",NA,1555,"ok"
"58555","v4379","p2456",101,54010,"ok"
"58556","v4367","p2456",100,21515,"ok"
"58557","v2968","p2456",508,4435,"fraud"
"58558","v2970","p2456",NA,1035,"ok"
"58571","v2958","p2458",154,79700,"ok"
"58574","v4382","p2458",11766,9740,"fraud"
"58583","v2927","p2459",8493,119755,"fraud"
"58588","v2956","p2459",125,475930,"ok"
"58592","v3131","p4295",141,22210,"ok"
"58659","v2978","p2464",248,24740,"ok"
"58702","v1424","p2473",100100,94500,"ok"
"58717","v600","p2476",980955,636880,"ok"
"58724","v2993","p2477",1109955,696010,"ok"
"58728","v600","p2477",1318327,864970,"ok"
"58747","v3001","p2481",628672,329115,"ok"
"58846","v2562","p2499",68188,107390,"ok"
"58906","v3026","p2512",696558,345745,"ok"
"58910","v2989","p2512",706333,348825,"ok"
"58913","v3026","p2512",733827,368210,"ok"
"58914","v3025","p2512",669755,323590,"ok"
"58918","v3034","p2513",104,3490,"fraud"
"58934","v3034","p2514",104,3595,"fraud"
"58942","v3034","p2516",105,3820,"fraud"
"58943","v2999","p2516",126466,62605,"ok"
"58953","v2999","p2520",72877,7065,"fraud"
"58967","v3034","p2524",108,5790,"fraud"
"58975","v3004","p2525",167827,94345,"ok"
"58980","v3034","p2525",114,9700,"fraud"
"58981","v876","p2525",49802,102515,"ok"
"58985","v2997","p2526",58961,35330,"ok"
"58987","v468","p2526",44444,43055,"ok"
"58990","v3034","p2526",108,5950,"fraud"
"59006","v3004","p2532",551,28975,"fraud"
"59007","v3004","p2532",86708,57560,"ok"
"59008","v3026","p2532",14826,11355,"ok"
"59018","v3026","p2534",34744,20645,"ok"
"59102","v3048","p2553",102,6330,"fraud"
"59109","v3048","p2555",126,67330,"fraud"
"59111","v3047","p2555",559,2670,"ok"
"59114","v4007","p2556",12469,100510,"ok"
"59123","v3048","p2559",51802,148575,"ok"
"59127","v3048","p2559",102,5580,"fraud"
"59141","v4007","p2560",1083,3890,"ok"
"59144","v3048","p2560",140,110380,"fraud"
"59147","v3052","p2560",1075,3340,"ok"
"59156","v3012","p2560",485,2525,"ok"
"59163","v3058","p2560",1101,3960,"ok"
"59172","v3047","p2562",201355,455375,"ok"
"59175","v3048","p2562",130,87310,"fraud"
"59185","v3047","p2562",210781,506950,"ok"
"59299","v876","p2590",1092,1675,"ok"
"59318","v4386","p2596",13984,27020,"ok"
"59402","v2997","p2610",117551,88360,"ok"
"59446","v3049","p2620",6687,98455,"ok"
"59504","v393","p4311",92877,1315,"fraud"
"59649","v1480","p2654",105,8435,"fraud"
"59668","v3113","p2660",347,1290,"ok"
"59669","v3007","p2660",337,1310,"ok"
"59678","v600","p2662",116,14230,"fraud"
"59680","v370","p2662",116,1105,"ok"
"59757","v4005","p2673",10825,16675,"fraud"
"59797","v4386","p2678",155,2415,"ok"
"59798","v484","p2678",100,1075,"ok"
"59799","v432","p2678",NA,1110,"ok"
"59800","v432","p2678",NA,5150,"fraud"
"59814","v19","p2682",190,9225,"ok"
"59817","v701","p2682",307,7910,"ok"
"59984","v3125","p2696",354,2405,"ok"
"59985","v750","p2696",122,2570,"ok"
"60018","v956","p2699",232,4410,"ok"
"60028","v617","p2699",102,4745,"ok"
"60031","v1803","p2699",872,5020,"ok"
"60032","v186","p2699",638,6510,"ok"
"60135","v3140","p2710",10625,89660,"ok"
"60275","v1015","p2727",101,1075,"ok"
"60276","v692","p2727",103,1100,"ok"
"60277","v3928","p2727",102,1040,"ok"
"60320","v2643","p2733",8412,40195,"ok"
"60377","v1282","p2742",152,1330,"ok"
"60378","v1977","p2742",100,1140,"ok"
"60379","v431","p2742",NA,1010,"ok"
"60380","v431","p2742",100,1050,"ok"
"60381","v431","p2742",138,2870,"ok"
"60382","v431","p2742",105,1495,"ok"
"60383","v4386","p2742",655,4405,"ok"
"60384","v594","p2742",4230,35250,"ok"
"60385","v19","p2742",110,1425,"ok"
"60386","v19","p2742",3805,34280,"ok"
"60387","v54","p2742",1972,11540,"ok"
"60388","v600","p2742",8465,32155,"ok"
"60389","v733","p2742",355,2795,"ok"
"60390","v54","p2742",1606,8510,"ok"
"60391","v154","p2742",119,1220,"ok"
"60392","v1375","p2742",107,1330,"ok"
"60393","v1375","p2742",108,1930,"ok"
"60394","v1977","p2742",102,2140,"ok"
"60395","v1977","p2742",101,1200,"ok"
"60396","v10","p2742",863,11820,"ok"
"60397","v4088","p2742",NA,1030,"ok"
"60398","v3955","p2742",966,4050,"ok"
"60399","v4007","p2742",4657,11065,"ok"
"60433","v911","p2742",291,272675,"fraud"
"60591","v799","p2749",411,2695,"ok"
"60594","v2936","p2749",183,1795,"ok"
"60599","v2998","p2750",426,2480,"ok"
"60605","v484","p2750",657,3550,"ok"
"60618","v3009","p2750",1420,5530,"ok"
"60622","v3010","p2750",545,2760,"ok"
"60649","v455","p2754",15751,13885,"fraud"
"60664","v19","p2757",112,3315,"ok"
"60665","v818","p2757",109,1055,"ok"
"60669","v434","p2758",15927,82090,"ok"
"60791","v2953","p2772",4596,63510,"ok"
"60795","v990","p2772",3978,69505,"ok"
"60798","v3188","p2772",22910,370550,"ok"
"60800","v1340","p2772",4025,61280,"ok"
"60801","v995","p2772",4083,73245,"ok"
"60805","v2953","p2772",6017,83270,"ok"
"60836","v19","p2775",111,6685,"ok"
"60881","v581","p2783",273,48730,"ok"
"60884","v3158","p2784",107,26385,"fraud"
"60894","v3196","p2784",266,531635,"fraud"
"61096","v906","p2816",5686,4835,"fraud"
"61099","v906","p2816",34607,143910,"ok"
"61126","v1353","p2821",1272,7145,"ok"
"61127","v1221","p2821",1516,10165,"ok"
"61612","v1128","p2859",620,23535,"ok"
"61619","v1183","p2859",16662,41670,"ok"
"61623","v1183","p2859",1022,1200,"fraud"
"61690","v1014","p2863",100,1020,"ok"
"61691","v3955","p2863",103,1170,"ok"
"61692","v431","p2863",NA,1005,"ok"
"61693","v733","p2863",156,1845,"ok"
"61694","v10","p2863",103,1080,"ok"
"61695","v1128","p2863",389,13115,"ok"
"61815","v2811","p2866",7044,34425,"ok"
"61832","v4026","p2866",217,33585,"ok"
"61844","v3255","p2866",498,12105,"ok"
"61849","v1353","p2866",560,12955,"ok"
"61851","v1033","p2866",2705,39110,"ok"
"61907","v733","p2870",126,1755,"ok"
"61908","v1128","p2870",363,16595,"ok"
"61909","v43","p2870",118,1035,"ok"
"61910","v43","p2870",396,2280,"ok"
"61911","v44","p2870",188,1685,"ok"
"61912","v44","p2870",762,4105,"ok"
"61913","v131","p2870",115,1075,"ok"
"61914","v131","p2870",344,2465,"ok"
"61915","v614","p2870",102,1075,"ok"
"61916","v1803","p2870",923,7680,"ok"
"61917","v443","p2870",101,1055,"ok"
"61921","v1183","p2870",917,1440,"fraud"
"62059","v432","p2888",118,34295,"ok"
"62182","v623","p2904",100,1045,"ok"
"62183","v703","p2904",104,1125,"ok"
"62186","v1299","p2904",101,1055,"ok"
"62194","v356","p2904",100,1115,"ok"
"62205","v1297","p2904",101,1080,"ok"
"62209","v621","p2904",104,1035,"ok"
"62210","v3272","p2904",102,1150,"ok"
"62273","v333","p2915",103,1560,"ok"
"62327","v426","p2923",5500,1070,"fraud"
"62491","v1712","p2936",101,1045,"ok"
"62495","v887","p2936",103,1205,"ok"
"62499","v4436","p2936",102,1215,"ok"
"62501","v3173","p2936",102,1140,"ok"
"62517","v687","p2937",476,8445,"ok"
"62518","v687","p2937",111,1070,"ok"
"62519","v975","p2937",100,1010,"ok"
"62520","v982","p2937",105,1460,"ok"
"62521","v1817","p2937",488,3885,"ok"
"62522","v982","p2937",113,1115,"ok"
"62523","v3149","p2937",629,2235,"ok"
"62524","v982","p2937",165,4775,"ok"
"62525","v982","p2937",172,2150,"ok"
"62526","v982","p2937",137,4075,"ok"
"62527","v1504","p2937",105,2585,"ok"
"62528","v978","p2937",120,1555,"ok"
"62529","v1332","p2937",633,5605,"ok"
"62573","v1183","p2938",3486,32805,"ok"
"62581","v3281","p2938",1717,27190,"ok"
"62592","v3282","p2940",542,13850,"ok"
"62734","v654","p2955",165,4265,"ok"
"62735","v1022","p2955",556,6740,"ok"
"62739","v977","p2955",111,4630,"ok"
"62747","v662","p2955",686,22110,"ok"
"62755","v333","p2955",181,4080,"ok"
"62762","v1248","p2955",173,7500,"ok"
"62771","v490","p2955",265,6975,"ok"
"62784","v1163","p2955",438,1220,"fraud"
"62819","v671","p2957",604,8785,"ok"
"62821","v1423","p2957",5486,1260,"fraud"
"62838","v789","p2957",769,13285,"ok"
"62839","v789","p2957",988,21610,"ok"
"62844","v662","p2957",1495,100160,"ok"
"62850","v1148","p2957",806,1290,"fraud"
"62854","v333","p2957",393,19775,"ok"
"62866","v596","p2957",486,26565,"ok"
"62867","v789","p2957",573,13295,"ok"
"62878","v1084","p2957",2063,15750,"ok"
"62887","v3292","p2957",1368,13285,"ok"
"62893","v2606","p2957",766,20530,"ok"
"62900","v977","p2957",402,11350,"ok"
"62905","v1545","p2957",160,43275,"ok"
"62920","v787","p2957",486,9280,"ok"
"62982","v4014","p2961",110,2660,"ok"
"62983","v4014","p2961",101,1220,"ok"
"62984","v614","p2961",100,1150,"ok"
"62985","v614","p2961",100,1025,"ok"
"62986","v431","p2961",100,1065,"ok"
"63049","v1317","p2970",153,9880,"ok"
"63059","v1317","p2970",3455,14580,"ok"
"63131","v431","p2981",209,25700,"ok"
"63142","v3079","p2981",1433,79260,"ok"
"63152","v3305","p2981",1926,72395,"ok"
"63169","v3305","p2981",3642,73760,"ok"
"63366","v3598","p3007",4726,33015,"ok"
"63367","v3323","p3007",2100,8350,"ok"
"63376","v3079","p3007",158,23110,"ok"
"63646","v1317","p3033",11655,57455,"ok"
"63656","v286","p3033",3261,197180,"ok"
"63832","v3351","p3064",4492,114080,"ok"
"63876","v3351","p3069",380,7735,"ok"
"63878","v4026","p3069",358,9215,"ok"
"63891","v154","p3072",116,1215,"ok"
"63892","v479","p3072",127,3060,"ok"
"63893","v154","p3072",106,1145,"ok"
"63894","v39","p3072",137,2070,"ok"
"63895","v3082","p3072",121,2090,"ok"
"63896","v3579","p3072",544,56595,"ok"
"63897","v3332","p3072",116,1725,"ok"
"63929","v3305","p3074",3325,42135,"ok"
"63930","v2895","p3074",2727,34860,"ok"
"63932","v1467","p3074",2611,37160,"ok"
"64021","v431","p3079",365,19150,"ok"
"64022","v431","p3079",145,1525,"ok"
"64023","v3253","p3079",100,1055,"ok"
"64024","v752","p3079",277,5400,"ok"
"64025","v752","p3079",370,8855,"ok"
"64026","v431","p3079",NA,1015,"ok"
"64041","v431","p3081",257,9135,"ok"
"64047","v3334","p3081",583,12855,"ok"
"64049","v1292","p3081",1269,56280,"ok"
"64055","v431","p3081",626,24765,"ok"
"64060","v3324","p3081",238,9745,"ok"
"64119","v3366","p3086",101,1205,"ok"
"64122","v165","p3088",100,1855,"ok"
"64123","v3905","p3088",370,24705,"ok"
"64124","v3294","p3088",4100,2700,"fraud"
"64125","v319","p3088",110,3855,"ok"
"64126","v305","p3088",776,2185,"ok"
"64127","v250","p3088",427,45850,"ok"
"64128","v250","p3088",101,2475,"ok"
"64129","v250","p3088",100,1415,"ok"
"64130","v4007","p3088",132,6910,"ok"
"64131","v253","p3088",104,4055,"ok"
"64132","v253","p3088",100,1040,"ok"
"64133","v253","p3088",105,3685,"ok"
"64134","v253","p3088",101,2160,"ok"
"64135","v250","p3088",123,1570,"ok"
"64136","v250","p3088",111,4205,"ok"
"64137","v250","p3088",103,1190,"ok"
"64138","v250","p3088",127,6225,"ok"
"64139","v250","p3088",104,2680,"ok"
"64140","v250","p3088",151,6225,"ok"
"64141","v250","p3088",100,1125,"ok"
"64142","v3365","p3088",112,1125,"ok"
"64143","v7","p3088",102,1510,"ok"
"64144","v319","p3088",NA,1155,"ok"
"64145","v353","p3088",NA,1095,"ok"
"64146","v1031","p3088",102,1650,"ok"
"64147","v455","p3088",122,5465,"ok"
"64148","v455","p3088",100,1170,"ok"
"64149","v442","p3088",101,1140,"ok"
"64150","v963","p3088",100,1240,"ok"
"64151","v25","p3088",101,1575,"ok"
"64152","v25","p3088",107,1025,"ok"
"64153","v3352","p3088",127,3575,"ok"
"64154","v2814","p3088",193,2075,"ok"
"64155","v1028","p3088",135,1665,"ok"
"64190","v3370","p3093",608,55210,"ok"
"64193","v3372","p3093",398,67485,"ok"
"64415","v3100","p3117",655,3575,"ok"
"64469","v3075","p3131",1251,38965,"ok"
"64475","v3384","p3131",182,9660,"ok"
"64485","v3384","p3131",1177,10300,"ok"
"64498","v3303","p3131",216,8650,"ok"
"64514","v3385","p3131",200,12050,"ok"
"64714","v279","p3153",35031,587360,"ok"
"64729","v284","p3156",100,1025,"ok"
"64746","v70","p3156",1496,22800,"ok"
"64748","v279","p3156",10650,199620,"ok"
"64851","v1981","p3178",464,45935,"ok"
"64942","v1911","p3191",16211,126915,"ok"
"64965","v769","p3194",360,12435,"ok"
"64985","v1201","p3194",340,15935,"ok"
"65023","v2130","p3197",100,1190,"ok"
"65025","v496","p3197",2921,76575,"ok"
"65037","v3436","p3197",100,1125,"ok"
"65039","v2509","p3197",103,1200,"ok"
"65043","v3311","p3197",103,1140,"ok"
"65054","v1075","p3197",100,1160,"ok"
"65065","v286","p3197",101,1075,"ok"
"65068","v739","p3197",100,1165,"ok"
"65084","v3429","p3197",102,1115,"ok"
"65109","v2102","p3197",100,1105,"ok"
"65132","v581","p3199",101,1215,"ok"
"65165","v581","p3199",46024,10370,"fraud"
"65170","v1075","p3199",100,1075,"ok"
"65174","v1075","p3199",101,1225,"ok"
"65175","v1075","p3199",101,1055,"ok"
"65184","v3426","p3199",101,1270,"ok"
"65190","v3438","p3199",101,1125,"ok"
"65197","v792","p3199",100,1130,"ok"
"65198","v941","p3199",102,1155,"ok"
"65203","v447","p3199",105,1240,"ok"
"65236","v1239","p3202",205,13175,"ok"
"65250","v3445","p3202",135,15480,"ok"
"65253","v3449","p3202",145,11765,"ok"
"65258","v3450","p3202",500,30450,"ok"
"65260","v3451","p3202",122,13495,"ok"
"65280","v2115","p3202",114,18000,"ok"
"65287","v3424","p3202",530,11275,"ok"
"65290","v2257","p3202",107,16550,"ok"
"65382","v2173","p3219",100,1340,"ok"
"65383","v1294","p3219",101,1680,"ok"
"65384","v1869","p3219",138,2210,"ok"
"65385","v3459","p3219",104,1655,"ok"
"65386","v2656","p3219",119,2105,"ok"
"65387","v2120","p3219",NA,1600,"ok"
"65388","v2120","p3219",NA,1165,"ok"
"65389","v2120","p3219",101,2580,"ok"
"65390","v2120","p3219",100,1960,"ok"
"65391","v576","p3219",572,15365,"ok"
"65392","v496","p3219",101,3145,"ok"
"65393","v794","p3219",118,4040,"ok"
"65394","v794","p3219",100,1190,"ok"
"65395","v581","p3219",755,36180,"ok"
"65396","v581","p3219",123,6490,"ok"
"65397","v3461","p3219",102,3005,"ok"
"65398","v497","p3219",103,3335,"ok"
"65399","v497","p3219",101,2295,"ok"
"65400","v545","p3219",101,2900,"ok"
"65401","v795","p3219",NA,1080,"ok"
"65402","v795","p3219",NA,1220,"ok"
"65403","v2612","p3219",101,1905,"ok"
"65404","v2180","p3219",100,1350,"ok"
"65405","v746","p3219",103,1970,"ok"
"65406","v4479","p3219",113,2770,"ok"
"65407","v4479","p3219",100,1425,"ok"
"65408","v4479","p3219",102,2510,"ok"
"65409","v747","p3219",NA,2330,"ok"
"65456","v769","p3223",2877,334060,"ok"
"65457","v3470","p3223",675,26430,"ok"
"65458","v3471","p3223",141,10395,"ok"
"65459","v2373","p3223",294,11585,"ok"
"65460","v654","p3223",405,2530,"ok"
"65538","v22","p3225",100,1110,"ok"
"65543","v3478","p3225",257,87810,"ok"
"65559","v3473","p3225",102,1010,"ok"
"65568","v1085","p3225",100,1110,"ok"
"65605","v655","p3229",1280,1500,"fraud"
"65607","v662","p3229",218,14845,"ok"
"65608","v1649","p3229",3712,23500,"ok"
"65611","v987","p3229",3802,16145,"ok"
"65627","v1649","p3229",9933,122740,"ok"
"65641","v2375","p3229",402,22400,"ok"
"65655","v3266","p3229",196,18660,"ok"
"65894","v2441","p3271",175,9770,"ok"
"65906","v766","p3271",169,15795,"ok"
"65926","v644","p3271",103,7250,"ok"
"65936","v3504","p3271",297,20735,"ok"
"66006","v600","p3273",766,19335,"ok"
"66011","v3270","p3273",1016,26260,"ok"
"66012","v3270","p3273",658,28790,"ok"
"66013","v432","p3273",148,21030,"ok"
"66015","v470","p3273",6105,107145,"ok"
"66037","v3508","p3273",1861,22905,"ok"
"66190","v4445","p3297",5738,83385,"ok"
"66264","v4445","p3308",158,44235,"ok"
"66269","v4047","p3308",111,35955,"ok"
"66270","v4445","p3308",157,56580,"ok"
"66287","v3518","p3308",907,91145,"ok"
"66291","v3517","p3308",289,34075,"ok"
"66317","v333","p3309",100,1020,"ok"
"66319","v3091","p3309",101,1100,"ok"
"66329","v3255","p3309",2155,1640,"ok"
"66358","v4497","p3309",9135,38520,"ok"
"66400","v3540","p3318",2466,34685,"ok"
"66408","v3542","p3318",1706,38580,"ok"
"66451","v671","p3327",116,9900,"ok"
"66456","v3548","p3327",161,11140,"ok"
"66460","v1838","p3327",211,8885,"ok"
"66461","v590","p3327",245,14620,"ok"
"66491","v4007","p3334",2766,82870,"ok"
"66500","v1221","p3334",933,69485,"ok"
"66522","v2130","p3336",3000,95270,"ok"
"66538","v699","p3336",1577,95795,"ok"
"66539","v2810","p3336",101,32780,"fraud"
"66542","v1456","p3336",3849,53505,"ok"
"66552","v3549","p3336",4061,92810,"ok"
"66555","v3552","p3336",2993,93270,"ok"
"66570","v531","p3338",100,1025,"ok"
"66572","v502","p3338",100,1050,"ok"
"66578","v1448","p3338",102,1110,"ok"
"66582","v431","p3338",100,1065,"ok"
"66584","v417","p3338",101,1085,"ok"
"66597","v416","p3338",100,1070,"ok"
"66598","v416","p3338",100,1065,"ok"
"66610","v417","p3338",10233,110775,"ok"
"66628","v3388","p3338",101,1035,"ok"
"66631","v2643","p3338",100,1015,"ok"
"66635","v3396","p3338",30226,137830,"ok"
"66648","v3558","p3338",212,278070,"ok"
"66732","v3590","p3347",571,19905,"ok"
"66733","v764","p3347",252,31775,"ok"
"66931","v3082","p3366",101,1100,"ok"
"66932","v803","p3366",1436,14515,"ok"
"66933","v3570","p3366",6100,65085,"ok"
"66934","v3570","p3366",606,12195,"ok"
